age_scaled,daily_social_media_hours_scaled,sleep_hours_scaled,screen_time_before_sleep_scaled,academic_performance_scaled,physical_activity_scaled,stress_level_scaled,anxiety_level_scaled,addiction_level_scaled,gender_male,platform_usage_Instagram,platform_usage_TikTok,social_interaction_level_low,social_interaction_level_medium,stress_anxiety_interaction,screen_sleep_ratio,social_activity_gap,depression_label
-0.9540987207341913,1.6578328019529454,0.6591770324823872,1.6188297640331655,0.03402616348899273,0.8342756727359149,-1.1873669281796289,-1.2723354351300666,-1.6133890005208396,True,True,False,True,False,4,0.39189183893353524,6.4,0
1.5197959743415,-1.2996489061890784,1.075243889138229,1.6188297640331655,0.3982824591230753,-0.3685934743601522,0.8801159939227476,-1.6221985245333848,1.5674436401555143,False,False,True,False,False,8,0.3624999546875057,1.0999999999999999,0
0.5302380963112234,-1.5953970770032808,0.7978659847010008,-1.731435916058467,1.612470111236681,-1.7433010710413719,-1.1873669281796289,-0.5726092563234305,-1.2599631515568004,False,True,False,False,False,8,0.06578946502770197,1.3,0
-0.4593197817190531,1.41137599294111,0.31245465193585237,-0.1958974793498019,0.849266444193843,-0.3685934743601522,-1.5319474151966916,0.47698001188652356,1.214017791191475,True,False,True,False,True,7,0.23188402436463415,6.6000000000000005,0
-0.4593197817190531,0.08050922427719942,-1.0744348702502873,1.758424167370317,-1.0760882613005895,0.6624372231507623,-0.8427864411625662,-0.2227461669201125,-1.2599631515568004,False,False,False,False,True,15,0.6122447730112708,3.3000000000000003,0
1.5197959743415,1.41137599294111,-1.4211572507968222,0.9208577473474087,-0.6251042762298219,-0.7122703735304572,-0.8427864411625662,-0.2227461669201125,0.5071660932633962,False,False,False,False,False,15,0.5454544214876313,6.800000000000001,0
1.0250170353263617,-1.003900735374876,-0.03426772861068253,0.9208577473474087,-0.6251042762298219,-0.5404319239453048,-1.1873669281796289,-1.2723354351300666,-0.19968560466468235,False,True,False,True,False,4,0.3749999414062591,1.8,0
0.035459157296085175,-0.2645303083393701,-1.5598462030154363,-1.731435916058467,-1.0240516476385781,0.49059877356561,0.19095501988862215,1.5265692800964776,-0.19968560466468235,True,False,False,True,False,60,0.11904759070295459,2.7,0
1.5197959743415,-0.6095698409559396,-1.0050903941409806,0.5020745373359549,-1.6484910115827183,-0.19675502477499981,-1.5319474151966916,1.5265692800964776,1.214017791191475,False,False,True,False,False,10,0.4199999160000168,2.4,0
-0.4593197817190531,-1.2996489061890784,-1.0744348702502873,-0.33549188268695335,1.3522870429266227,0.14692187439530519,-1.5319474151966916,-1.6221985245333848,-0.5531114536287216,True,False,True,False,False,1,0.3061223865056354,0.7999999999999998,0
0.035459157296085175,1.312793269336376,-0.4503345852665248,1.6188297640331655,0.29420923179905184,0.3187603239804574,-0.15362546712844063,0.8268431012898416,1.214017791191475,True,False,False,False,True,40,0.4999999137931183,6.0,0
-1.4488776597493296,0.1790919478819336,-1.2131238224689014,1.0604521506845601,1.612470111236681,0.3187603239804574,-1.5319474151966916,1.5265692800964776,0.8605919422274356,True,True,False,True,False,10,0.5319147804436637,3.7,0
0.035459157296085175,0.8198796513127053,0.5204880802637732,1.2000465540217116,-1.6831820873573928,1.1779525719062196,-0.15362546712844063,0.47698001188652356,0.15374024429935695,True,False,False,False,True,35,0.36111106095679707,4.5,0
0.5302380963112234,1.1156278221269076,-0.5196790613758315,-0.8938694960355587,0.5197012243344357,0.49059877356561,-1.5319474151966916,1.5265692800964776,1.5674436401555143,False,False,True,False,True,10,0.19298242228378557,5.5,0
-0.4593197817190531,0.57342284230087,-0.3809901091572174,-1.3126527060470128,0.8839575199685175,-0.5404319239453048,-1.5319474151966916,1.1767061906931597,-1.6133890005208396,True,False,True,True,False,9,0.1355931973570852,5.0,0
-0.9540987207341913,-0.4616957555488383,-0.7970569658130597,-1.5918415127213155,-0.0006649122856809947,-1.2277857222859145,-0.4982059541455034,1.5265692800964776,-1.2599631515568004,False,False,False,False,False,40,0.11320752580990079,3.3000000000000003,0
-1.4488776597493296,-1.4968143533985465,-1.5598462030154363,-0.47508628602410485,-0.6944864277791709,-0.8841088231156097,-0.4982059541455034,-0.2227461669201125,0.8605919422274356,True,False,False,False,False,20,0.3333332539682728,1.0,0
0.035459157296085175,-0.7081525645606735,-0.24230115693860396,-1.3126527060470128,-1.527072246371358,1.5216294710765244,1.5692769679568732,0.47698001188652356,1.5674436401555143,True,False,False,False,False,70,0.1311475194840132,1.2000000000000002,0
0.035459157296085175,1.0663364603245407,0.24311017582654504,0.2228857306616519,0.15544492870035384,0.6624372231507623,1.5692769679568732,1.1767061906931597,-1.6133890005208396,False,False,False,False,False,90,0.279411723615923,5.300000000000001,0
-0.9540987207341913,-1.6446884388056477,0.7978659847010008,-1.03346389937271,1.4910513460253207,-0.3685934743601522,0.8801159939227476,-0.5726092563234305,0.15374024429935695,False,True,False,False,False,32,0.13157893005540394,0.3999999999999999,0
0.035459157296085175,-0.5602784791535724,-1.2824682985782088,0.5020745373359549,-1.3015802538359733,-1.055947272700762,-0.4982059541455034,-1.6221985245333848,-0.906537302592761,True,False,True,False,False,4,0.45652163988660005,3.0,0
1.0250170353263617,-0.2152389465370032,0.6591770324823872,0.9208577473474087,-1.0587427234132527,0.8342756727359149,0.8801159939227476,-0.5726092563234305,1.214017791191475,True,False,False,False,True,32,0.3243242804967188,2.5999999999999996,0
1.0250170353263617,0.3762573950914016,-1.0744348702502873,-0.7542750926984075,1.2135227398279247,0.3187603239804574,-0.15362546712844063,-0.5726092563234305,-0.19968560466468235,True,True,False,True,False,20,0.2448979092045083,4.1,0
